Kota/Kabupaten,Kecamatan,Nama Sekolah,NPSN,BP,Status,Tahun Akreditasi,Nilai Akreditasi,Peringkat Akreditasi,Last Sync,Jml Sync,PD,Rombel,Guru,Pegawai,R. Kelas,R. Lab,R. Perpus
Jakarta Timur,Pasar Rebo,SMAN 104 JAKARTA,20103291,SMA,Negeri,2021,95,A,2023-02-17 09:28:47,13,896,24,43,16,24,5,1
Jakarta Timur,Pasar Rebo,SMAN 106 JAKARTA,20103289,SMA,Negeri,2021,92,A,2023-03-03 10:07:12,37,778,21,44,13,22,6,1
Jakarta Timur,Pasar Rebo,SMAN 39 JAKARTA,20103296,SMA,Negeri,2018,96,A,2023-02-16 15:23:03,15,1116,30,61,19,32,11,1
Jakarta Timur,Pasar Rebo,SMAN 88 JAKARTA,20103300,SMA,Negeri,2021,94,A,2023-02-14 08:30:08,10,592,16,36,11,16,2,1
Jakarta Timur,Pasar Rebo,SMAN 98 JAKARTA,20103257,SMA,Negeri,2019,95,A,2023-03-01 10:11:04,17,1002,27,55,17,29,6,1
Jakarta Timur,Pasar Rebo,SMA TARUNA PERSADA,20177806,SMA,Swasta,2019,72,C,2023-02-22 16:12:22,1,2,1,0,4,4,2,1
Jakarta Timur,Pasar Rebo,SMAS BUDHI WARMAN 2,20103214,SMA,Swasta,2021,93,A,2023-02-11 09:41:33,11,693,17,40,20,19,4,1
Jakarta Timur,Pasar Rebo,SMAS IGN SLAMET RIYADI,20103238,SMA,Swasta,2018,91,A,2023-02-13 15:55:30,7,324,10,21,7,11,5,1
Jakarta Timur,Pasar Rebo,SMAS ISLAM PB SOEDIRMAN,20103230,SMA,Swasta,2019,99,A,2023-02-27 10:24:38,12,852,26,46,16,30,5,1
Jakarta Timur,Pasar Rebo,SMAS MALAHAYATI,20103231,SMA,Swasta,2019,92,A,2023-03-08 12:31:11,22,615,19,18,8,20,3,1
Jakarta Timur,Pasar Rebo,SMAS PANGUDI RAHAYU,20103176,SMA,Swasta,2019,76,C,2023-02-26 00:35:42,8,88,6,6,5,8,2,1
Jakarta Timur,Pasar Rebo,SMK Negeri 67 Jakarta,69992318,SMK,Negeri,2022,86,B,2023-03-07 10:50:05,32,302,9,15,10,9,0,1
Jakarta Timur,Pasar Rebo,SMKN 22 JAKARTA,20103790,SMK,Negeri,2021,95,A,2023-02-20 14:09:20,7,799,23,51,10,24,2,1
Jakarta Timur,Pasar Rebo,SMKS ANKES TUNAS HARAPAN,20103276,SMK,Swasta,2021,91,A,2023-02-26 20:57:03,14,132,5,17,4,20,8,1
Jakarta Timur,Pasar Rebo,SMKS BUDI WARMAN 2 JAKARTA,20103691,SMK,Swasta,2021,94,A,2023-03-01 13:02:28,11,365,12,27,17,13,4,1
Jakarta Timur,Pasar Rebo,SMKS ISLAM MALAHAYATI,20103658,SMK,Swasta,2021,92,A,2023-03-08 10:34:19,16,474,17,28,6,34,2,1
Jakarta Timur,Pasar Rebo,SMKS ISLAM PB SOEDIRMAN 1 JAKARTA,20103659,SMK,Swasta,2018,97,A,2023-02-08 11:37:56,6,369,15,28,13,20,8,1
Jakarta Timur,Pasar Rebo,SMKS ISLAM PB SOEDIRMAN 2 JAKARTA,20103660,SMK,Swasta,2022,93,A,2023-03-08 13:09:21,25,258,11,25,14,12,1,1
Jakarta Timur,Pasar Rebo,SMKS ISLAM YASMIN JAKARTA,20103677,SMK,Swasta,2022,82,B,2023-02-02 09:15:10,5,1,2,2,2,3,1,1
Jakarta Timur,Pasar Rebo,SMKS KARYA DHARMA 2 JAKARTA,20109490,SMK,Swasta,2021,92,A,2023-03-02 08:11:41,7,220,9,13,5,12,2,1
Jakarta Timur,Pasar Rebo,SMKS KIMIA TUNAS HARAPAN,20103768,SMK,Swasta,2021,96,A,2023-01-25 13:38:10,2,112,5,12,3,6,4,1
Jakarta Timur,Pasar Rebo,SMKS MAHADHIKA 4,20177896,SMK,Swasta,2022,85,B,2023-03-06 12:55:08,13,209,9,21,14,9,2,1
Jakarta Timur,Pasar Rebo,SMKS MARDI BAKTI JAKARTA,20103758,SMK,Swasta,0,86,B,2023-02-03 10:15:26,2,188,7,13,5,8,1,1
Jakarta Timur,Pasar Rebo,SMKS PANGUDI RAHAYU I JAKARTA,20103727,SMK,Swasta,0,87,B,2022-11-27 09:57:54,0,0,0,11,4,0,0,0
Jakarta Timur,Pasar Rebo,SMKS PANGUDI RAHAYU II JAKARTA,20103726,SMK,Swasta,2018,85,B,2023-02-08 13:14:31,4,74,3,3,2,7,1,1
Jakarta Timur,Pasar Rebo,SMKS PASKITA GLOBAL,20107215,SMK,Swasta,0,93,A,2023-03-07 10:47:49,17,568,18,26,4,18,1,1
Jakarta Timur,Pasar Rebo,SMKS PERTIWI JAKARTA,20103746,SMK,Swasta,2022,92,A,2023-03-07 09:32:44,9,195,9,13,4,6,2,1
Jakarta Timur,Pasar Rebo,SMKS PGRI 28 JAKARTA,20103640,SMK,Swasta,2021,91,A,2023-03-06 10:46:29,24,402,13,26,6,17,2,1
Jakarta Timur,Pasar Rebo,PKBM FORTUNA,P2967213,PKBM,Swasta,0,0,,2023-02-16 15:39:30,10,63,7,3,2,2,1,0
Jakarta Timur,Pasar Rebo,PKBM RAMBUTAN,P2967042,PKBM,Swasta,0,0,,2023-02-14 13:45:21,10,286,14,2,2,3,1,0
Jakarta Timur,Pasar Rebo,SLB B Budi Daya,69755838,SLB,Swasta,2019,91,A,2023-02-14 09:57:12,4,41,11,9,3,12,0,1
Jakarta Timur,Pasar Rebo,SLB C Budi Daya,69755839,SLB,Swasta,2022,91,A,2023-02-03 11:15:05,1,84,15,13,2,17,0,0
Jakarta Timur,Pulo Gadung,TK NEGERI PULOGADUNG 01,20109732,TK,Negeri,0,0,,2023-01-25 11:18:19,6,40,2,2,3,2,0,0
Jakarta Timur,Pulo Gadung,TK NEGERI PULOGADUNG 02,69988920,TK,Negeri,0,0,,2023-01-25 11:26:21,3,79,4,4,2,4,0,0
Jakarta Timur,Pulo Gadung,TK TAMAN MAIN ROYAL AT-TIN,70006190,TK,Swasta,0,0,,2023-01-18 14:10:35,1,25,2,3,2,4,0,1
Jakarta Timur,Pulo Gadung,Kinderland TK,90101085,TK,Swasta,0,0,,2023-01-26 16:22:09,2,19,2,2,2,3,0,0
Jakarta Timur,Pulo Gadung,TK ABATA,69820767,TK,Swasta,0,0,,2023-01-29 20:37:00,3,34,2,11,3,5,0,1
Jakarta Timur,Pulo Gadung,TK AISYIYAH 21,20109699,TK,Swasta,0,0,,2023-02-28 13:50:54,4,103,7,11,2,11,0,1
Jakarta Timur,Pulo Gadung,TK AISYIYAH 24,20111757,TK,Swasta,0,0,,2023-02-02 11:25:35,5,46,4,5,2,5,0,0
Jakarta Timur,Pulo Gadung,TK AISYIYAH 48,20109744,TK,Swasta,0,0,,2023-02-05 11:06:55,7,44,4,8,2,8,0,1
Jakarta Timur,Pulo Gadung,TK AISYIYAH 49,20109689,TK,Swasta,0,0,,2023-02-01 13:33:10,2,19,2,1,2,3,0,0
Jakarta Timur,Pulo Gadung,TK AISYIYAH 54,20109737,TK,Swasta,0,0,,2023-01-31 15:54:12,4,22,2,2,2,2,0,0
Jakarta Timur,Pulo Gadung,TK AISYIYAH 87,20111763,TK,Swasta,0,0,,2023-01-19 13:56:38,2,26,2,3,2,4,0,0
Jakarta Timur,Pulo Gadung,TK AISYIYAH 88,20111764,TK,Swasta,0,0,,2023-02-01 15:11:42,4,4,1,0,2,2,0,0
Jakarta Timur,Pulo Gadung,TK AL AZHAR 13,20111771,TK,Swasta,0,0,,2023-02-23 16:28:12,4,163,10,14,2,10,0,1
Jakarta Timur,Pulo Gadung,TK AL IRSYADIYAH,20109718,TK,Swasta,0,0,,2023-03-01 19:49:12,14,14,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,TK AL ISHMAH,20109706,TK,Swasta,0,0,,2023-01-30 12:57:30,3,4,1,1,1,2,0,0
Jakarta Timur,Pulo Gadung,TK AN NUR,20109702,TK,Swasta,0,0,,2023-03-06 10:14:00,10,28,2,3,2,2,0,0
Jakarta Timur,Pulo Gadung,TK ANAK BANGSA,70014976,TK,Swasta,0,0,,2023-02-20 00:58:38,10,39,2,1,2,2,0,0
Jakarta Timur,Pulo Gadung,TK ANANDA,20109674,TK,Swasta,0,0,,2023-02-21 11:41:58,5,24,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,TK AT -TAUBAH,20109677,TK,Swasta,0,0,,2023-02-11 13:34:30,8,72,6,6,2,6,0,0
Jakarta Timur,Pulo Gadung,TK BAHTERA CERIA,20110031,TK,Swasta,0,0,,2023-03-05 21:27:17,4,45,3,4,3,3,0,1
Jakarta Timur,Pulo Gadung,TK BINTANG KECIL,20109705,TK,Swasta,0,0,,2023-01-30 11:31:11,6,33,3,3,3,2,0,0
Jakarta Timur,Pulo Gadung,TK BPS K III,20109710,TK,Swasta,0,0,,2023-01-31 10:06:19,2,16,1,1,1,2,0,0
Jakarta Timur,Pulo Gadung,TK CHERIA,20109741,TK,Swasta,0,0,,2023-01-31 14:59:35,19,4,2,2,2,4,0,1
Jakarta Timur,Pulo Gadung,TK DARUSSALAM,20109731,TK,Swasta,0,0,,2023-01-30 10:45:19,2,47,3,3,1,4,1,1
Jakarta Timur,Pulo Gadung,TK DON BOSCO II,20109676,TK,Swasta,0,0,,2023-02-23 16:39:36,3,63,4,6,2,5,0,0
Jakarta Timur,Pulo Gadung,TK ENDERUN ISLAMIC PRESCHOOL JAKARTA,70014338,TK,Swasta,0,0,,2023-03-02 16:15:44,21,34,2,6,10,2,0,0
Jakarta Timur,Pulo Gadung,TK ENGLISH SPEAKING MOSLEM,69942706,TK,Swasta,0,0,,2023-02-16 23:35:29,11,13,2,1,2,3,0,2
Jakarta Timur,Pulo Gadung,TK HARAPAN,20109669,TK,Swasta,0,0,,2023-02-12 20:41:18,4,55,3,4,1,4,0,1
Jakarta Timur,Pulo Gadung,TK I AL HIKMAH,20109748,TK,Swasta,0,0,,2023-02-15 17:40:41,5,28,2,2,2,2,0,1
Jakarta Timur,Pulo Gadung,TK I AZ-ZUHDIYAH,20109671,TK,Swasta,0,0,,2023-01-31 23:20:56,6,18,2,1,1,2,0,0
Jakarta Timur,Pulo Gadung,TK IKAL I,20109687,TK,Swasta,0,0,,2023-01-31 20:52:59,6,12,2,2,1,6,0,1
Jakarta Timur,Pulo Gadung,TK ISLAM AL ISTIQOMAH,20177834,TK,Swasta,0,0,,2023-02-06 19:47:38,3,69,3,3,2,6,0,0
Jakarta Timur,Pulo Gadung,TK ISLAM AT-TAQWA,20110159,TK,Swasta,0,0,,2023-01-31 15:08:33,2,62,4,6,5,6,0,1
Jakarta Timur,Pulo Gadung,TK ISLAM IZZATUS SUNNAH,69979511,TK,Swasta,0,0,,2023-02-21 13:21:23,4,46,4,8,1,5,0,0
Jakarta Timur,Pulo Gadung,TK KEMALA BHAYANGKARI 15,20109730,TK,Swasta,0,0,,2023-01-31 00:16:15,2,38,2,1,1,2,0,0
Jakarta Timur,Pulo Gadung,TK KEMALA BHAYANGKARI 16,20109719,TK,Swasta,0,0,,2023-02-28 15:13:22,9,35,2,2,2,2,0,1
Jakarta Timur,Pulo Gadung,TK KEMALA BHAYANGKARI 17,20109720,TK,Swasta,0,0,,2023-03-08 10:39:14,13,41,2,2,3,4,0,1
Jakarta Timur,Pulo Gadung,TK KEMALA BHAYANGKARI 20,20109722,TK,Swasta,0,0,,2023-03-01 20:32:52,11,37,2,1,1,2,0,0
Jakarta Timur,Pulo Gadung,TK KIDSERA KINDERGARTEN,70011681,TK,Swasta,0,0,,2023-02-10 15:00:48,4,22,2,2,2,3,0,0
Jakarta Timur,Pulo Gadung,TK KRIDA PUTRA,20109724,TK,Swasta,0,0,,2023-02-28 14:13:41,10,24,2,1,2,2,0,0
Jakarta Timur,Pulo Gadung,TK KURNIA,20109681,TK,Swasta,0,0,,2023-02-16 18:36:53,2,16,2,0,3,3,0,1
Jakarta Timur,Pulo Gadung,TK LAB SCHOOL,20112054,TK,Swasta,0,0,,2023-03-07 15:10:53,5,154,11,20,7,17,0,1
Jakarta Timur,Pulo Gadung,TK LPI JATINEGARA KAUM,20112053,TK,Swasta,0,0,,2023-01-30 01:51:24,2,14,1,2,1,2,0,0
Jakarta Timur,Pulo Gadung,TK MEKAR SARI,20109679,TK,Swasta,0,0,,2023-01-24 11:25:41,2,12,2,1,1,3,0,0
Jakarta Timur,Pulo Gadung,TK MENTARI INTELEGENSIA,69968770,TK,Swasta,0,0,,2023-02-23 12:48:08,4,32,2,4,3,2,0,0
Jakarta Timur,Pulo Gadung,TK MINI BAKTI,20109696,TK,Swasta,0,0,,2023-01-26 20:02:30,2,8,2,2,0,2,0,0
Jakarta Timur,Pulo Gadung,TK MUTIARA,20109694,TK,Swasta,0,0,,2023-01-18 21:35:47,2,4,1,0,2,2,0,0
Jakarta Timur,Pulo Gadung,TK NABAWI ISLAMIC SCHOOL,69975006,TK,Swasta,0,0,,2023-01-31 15:55:51,5,70,4,4,1,4,0,1
Jakarta Timur,Pulo Gadung,TK NURUDDIN,20109740,TK,Swasta,0,0,,2023-03-02 20:53:35,7,17,2,2,2,2,0,0
Jakarta Timur,Pulo Gadung,TK NURUSSAADAH 2,20109712,TK,Swasta,0,0,,2023-03-02 21:33:43,7,20,2,3,1,2,0,0
Jakarta Timur,Pulo Gadung,TK NURUSSAADAH I,20109728,TK,Swasta,0,0,,2023-01-29 09:46:56,2,14,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,TK PATRA I,20110029,TK,Swasta,0,0,,2022-07-28 11:32:12,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,TK PATRA VII,20109723,TK,Swasta,0,0,,2023-01-25 21:33:05,3,24,2,2,2,1,0,1
Jakarta Timur,Pulo Gadung,TK PERHUBUNGAN,20109736,TK,Swasta,0,0,,2022-03-28 21:34:23,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,TK PERTIWI ABHILASA,20109697,TK,Swasta,0,0,,2023-01-29 13:18:24,2,24,3,2,2,3,0,0
Jakarta Timur,Pulo Gadung,TK PERTIWI III,20109715,TK,Swasta,0,0,,2023-01-29 14:07:30,3,23,2,1,1,3,0,1
Jakarta Timur,Pulo Gadung,TK PKK JATINEGARA KAUM,20109726,TK,Swasta,0,0,,2023-03-01 11:00:33,4,23,2,1,1,2,0,0
Jakarta Timur,Pulo Gadung,TK REGINA,20112153,TK,Swasta,0,0,,2023-02-28 14:12:21,3,16,1,1,2,3,0,1
Jakarta Timur,Pulo Gadung,TK RUKI 014,20109717,TK,Swasta,0,0,,2023-02-14 20:32:40,7,23,2,3,2,1,0,0
Jakarta Timur,Pulo Gadung,TK SANTO FRANSISKUS,20109688,TK,Swasta,0,0,,2023-02-03 12:40:03,3,56,4,3,4,5,0,1
Jakarta Timur,Pulo Gadung,TK SEVILLA,20109684,TK,Swasta,0,0,,2023-02-02 10:13:34,6,40,4,10,2,9,0,1
Jakarta Timur,Pulo Gadung,TK SI MUNGIL,20112160,TK,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,TK SYINANTAM,69820766,TK,Swasta,0,0,,2023-02-20 15:23:48,19,69,4,5,1,6,0,0
Jakarta Timur,Pulo Gadung,TK TAMAN INDRIA,20110030,TK,Swasta,0,0,,2023-02-21 12:43:30,15,17,2,3,2,2,0,0
Jakarta Timur,Pulo Gadung,TK TARAKANITA 5,20109701,TK,Swasta,0,0,,2023-02-26 20:14:52,8,69,4,6,4,6,0,1
Jakarta Timur,Pulo Gadung,TK TRISULA PERWARI 5,20109703,TK,Swasta,0,0,,2023-02-23 19:18:11,3,23,3,3,1,3,1,1
Jakarta Timur,Pulo Gadung,TK TUGASKU,20112216,TK,Swasta,0,0,,2023-02-14 15:18:19,4,91,6,11,2,7,0,0
Jakarta Timur,Pulo Gadung,TK TUNAS WIRATAMA,70000052,TK,Swasta,0,0,,2023-02-09 21:28:40,2,44,5,7,2,2,0,0
Jakarta Timur,Pulo Gadung,TK/KB AVSHALOM,69982683,TK,Swasta,0,0,,2022-03-10 18:42:11,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,KB PAUD MENTARI INTELEGENSIA,69968938,KB,Swasta,0,0,,2023-02-22 14:32:43,4,31,2,2,0,2,0,0
Jakarta Timur,Pulo Gadung,KB SAKINAH,69821147,KB,Swasta,0,0,,2023-02-01 08:58:53,3,57,3,3,1,2,0,0
Jakarta Timur,Pulo Gadung,Kinderland KB,90101106,KB,Swasta,0,0,,2023-01-26 16:55:35,3,38,3,3,1,4,0,0
Jakarta Timur,Pulo Gadung,TPA NEGERI BINA TUNAS JAYA IX,69991331,TPA,Negeri,0,0,,2023-03-07 09:20:47,5,45,3,3,2,3,0,1
Jakarta Timur,Pulo Gadung,BKB PAUD ANGGREK 014,69820840,SPS,Swasta,0,0,,2023-01-26 20:00:17,2,45,2,3,1,1,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD ANGGREK 1,69969015,SPS,Swasta,0,0,,2023-01-19 09:59:43,2,38,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD ANGGREK 92,69918759,SPS,Swasta,0,0,,2023-01-29 20:10:33,1,10,3,2,1,4,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD ANGGREK RW 01,69954264,SPS,Swasta,0,0,,2023-01-20 15:19:43,1,26,2,1,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD BINTANG KECIL,69820859,SPS,Swasta,0,0,,2023-01-18 14:38:23,1,20,2,2,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD BOUGENVILLE,69820928,SPS,Swasta,0,0,,2023-01-26 18:52:35,4,16,2,3,2,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD BOUGENVILLE,69820887,SPS,Swasta,0,0,,2023-01-23 17:40:12,1,57,3,5,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD BUNDA SAYANG NANDA,69821158,SPS,Swasta,0,0,,2023-01-30 14:59:58,2,17,2,3,1,1,0,1
Jakarta Timur,Pulo Gadung,BKB PAUD CAHAYA PERMATA,69980241,SPS,Swasta,0,0,,2023-03-05 14:11:01,12,21,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD CAHAYA RW.018,69954107,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD CEMPAKA,69821144,SPS,Swasta,0,0,,2023-01-26 19:32:10,2,15,1,0,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD CEMPAKA RW.010,69958270,SPS,Swasta,0,0,,2023-02-22 14:13:55,7,12,2,1,3,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD CENDANA RW.06,69821153,SPS,Swasta,0,0,,2023-01-29 21:07:51,1,17,2,1,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD DAHLIA,69821119,SPS,Swasta,0,0,,2023-01-19 15:38:46,2,35,3,2,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD DAHLIA,69821148,SPS,Swasta,0,0,,2023-01-29 13:25:08,2,22,2,4,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD GARDENIA,69821170,SPS,Swasta,0,0,,2023-01-23 07:34:25,2,76,5,4,2,5,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD HASANAH RW 06,69964413,SPS,Swasta,0,0,,2023-02-17 08:22:34,4,27,3,3,2,3,0,1
Jakarta Timur,Pulo Gadung,BKB PAUD ISLAM HARAPAN BANGSA,69976718,SPS,Swasta,0,0,,2023-01-22 22:59:13,2,32,3,2,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD KEMBANG SEPATU RW.014,69989045,SPS,Swasta,0,0,,2023-01-24 22:42:55,1,40,2,1,2,1,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD KENANGA,69820974,SPS,Swasta,0,0,,2022-12-20 12:18:42,0,0,0,4,1,0,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD KENANGA RW 005,69968944,SPS,Swasta,0,0,,2023-01-24 07:39:07,1,15,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD LAVENDER,69820960,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MATAHARI 009,69953577,SPS,Swasta,0,0,,2023-01-31 11:55:57,7,58,3,4,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MAWAR,69821071,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MAWAR MANDIRI,69936317,SPS,Swasta,0,0,,2023-01-19 14:54:21,3,65,4,3,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MEKAR SARI,69821088,SPS,Swasta,0,0,,2023-01-20 10:03:21,1,37,2,1,1,1,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MELATI 04,70012430,SPS,Swasta,0,0,,2023-02-02 10:56:20,3,45,4,3,3,1,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MELATI CERIA,69820816,SPS,Swasta,0,0,,2023-01-19 15:12:47,2,33,3,2,2,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MELATI CERIA,69919608,SPS,Swasta,0,0,,2023-01-29 11:52:23,3,16,2,2,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MELATI INDAH,69820943,SPS,Swasta,0,0,,2023-01-27 15:03:13,3,17,2,1,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MELATI PUTIH,69821162,SPS,Swasta,0,0,,2023-01-29 22:03:16,1,34,3,5,1,1,0,1
Jakarta Timur,Pulo Gadung,BKB PAUD MELATI RW. 04,69954060,SPS,Swasta,0,0,,2023-01-30 21:52:30,1,30,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MENTARI 005,69965378,SPS,Swasta,0,0,,2023-01-26 07:42:44,8,39,3,3,2,6,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MENUR 011,69919414,SPS,Swasta,0,0,,2023-03-04 23:31:17,5,23,2,2,2,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MENUR 13,69820991,SPS,Swasta,0,0,,2023-02-03 09:25:42,3,34,4,6,2,7,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MENUR RW 09,69919622,SPS,Swasta,0,0,,2023-01-27 15:41:36,3,23,2,2,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MULIA 003,69965376,SPS,Swasta,0,0,,2023-01-24 22:06:09,1,63,4,3,2,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MUSTIKA CERIA RW.02,69973152,SPS,Swasta,0,0,,2023-01-27 22:47:47,2,25,2,1,3,1,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MUTIARA BUNDA 07,69821015,SPS,Swasta,0,0,,2023-01-26 14:21:23,2,26,2,1,1,5,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MUTIARA RW.05,69973307,SPS,Swasta,0,0,,2023-02-28 21:12:41,4,22,2,1,2,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD MUTIARAKU,69918891,SPS,Swasta,0,0,,2023-03-03 11:19:11,3,34,4,3,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD PELANGI RW 004,69970127,SPS,Swasta,0,0,,2023-01-26 22:06:34,5,28,3,1,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD RUMAH PELANGI,69969587,SPS,Swasta,0,0,,2023-01-18 20:13:30,2,86,6,6,1,6,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD SAKURA,69821040,SPS,Swasta,0,0,,2023-03-02 14:32:05,4,34,3,3,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD SAKURA RW.06,69973154,SPS,Swasta,0,0,,2023-01-20 13:45:31,3,44,3,6,2,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD SOKA,69821172,SPS,Swasta,0,0,,2023-01-25 00:27:31,2,51,3,3,2,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD SUPLIER,69821131,SPS,Swasta,0,0,,2023-02-23 15:59:37,6,24,2,3,1,1,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD TERATAI 06,69922280,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD TERATAI 08,69972553,SPS,Swasta,0,0,,2023-01-29 12:11:41,3,18,2,2,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD TERATAI RW.011,69954058,SPS,Swasta,0,0,,2023-01-19 14:13:19,2,59,4,4,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD TERATAI RW.012,69919612,SPS,Swasta,0,0,,2023-01-24 16:01:50,2,38,3,4,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB PAUD VANDALIA,69975139,SPS,Swasta,0,0,,2023-03-03 09:57:08,2,58,4,5,1,3,0,0
Jakarta Timur,Pulo Gadung,BKB. PAUD MUTIARA BUNDA RW 01 JATI,69959980,SPS,Swasta,0,0,,2023-01-29 14:44:32,4,21,2,4,1,2,0,0
Jakarta Timur,Pulo Gadung,BKB. PAUD SERUNI RW 010,69964382,SPS,Swasta,0,0,,2023-01-21 22:29:51,2,39,4,3,1,2,0,0
Jakarta Timur,Pulo Gadung,PAUD BINA SEJAHTERA RW.015,69989428,SPS,Swasta,0,0,,2023-01-25 21:12:55,3,11,2,1,1,2,0,0
Jakarta Timur,Pulo Gadung,PAUD CEMARA,69821163,SPS,Swasta,0,0,,2023-01-31 13:03:17,3,37,2,1,2,1,0,0
Jakarta Timur,Pulo Gadung,PAUD CITRA INSANI,69820857,SPS,Swasta,0,0,,2023-01-24 20:04:24,2,22,2,3,1,1,0,0
Jakarta Timur,Pulo Gadung,PAUD MATAHARI,69944570,SPS,Swasta,0,0,,2023-01-27 12:22:02,3,14,3,1,1,3,0,0
Jakarta Timur,Pulo Gadung,PAUD MAWAR,69821167,SPS,Swasta,0,0,,2023-02-02 15:34:01,1,49,4,3,1,4,0,0
Jakarta Timur,Pulo Gadung,SPS AISYIYAH 24,69978483,SPS,Swasta,0,0,,2023-01-31 19:34:37,3,46,4,3,1,4,0,1
Jakarta Timur,Pulo Gadung,SPS BEE SMART KIDS,70033275,SPS,Swasta,0,0,,2023-02-17 13:17:36,6,57,2,2,2,2,0,0
Jakarta Timur,Pulo Gadung,SPS PAUD AL IKHLAS,70014874,SPS,Swasta,0,0,,2022-12-19 16:34:41,0,0,0,2,1,0,0,0
Jakarta Timur,Pulo Gadung,SPS PAUD BUNDA,70014729,SPS,Swasta,0,0,,2023-02-01 01:37:09,4,56,3,4,2,3,0,0
Jakarta Timur,Pulo Gadung,SPS PAUD NURUL HIKMAH,70023515,SPS,Swasta,0,0,,2023-01-30 09:56:05,15,76,4,5,0,2,0,0
Jakarta Timur,Pulo Gadung,SD Negeri Jati 01 Pg.,20104156,SD,Negeri,2022,92,A,2023-02-21 15:07:26,9,201,8,10,4,8,0,0
Jakarta Timur,Pulo Gadung,SD NEGERI JATI 05 PAGI,20104174,SD,Negeri,2019,92,A,2023-02-15 07:33:53,8,341,12,14,6,12,0,1
Jakarta Timur,Pulo Gadung,SD NEGERI Jati 07 Pg.,20104172,SD,Negeri,2022,92,A,2023-02-14 09:33:38,8,387,14,14,6,15,0,0
Jakarta Timur,Pulo Gadung,SD NEGERI JATINEGARA KAUM 07 PAGI,20104112,SD,Negeri,2022,93,A,2023-02-17 13:35:57,6,370,14,15,6,14,2,1
